author_id,topic_0_count,topic_1_count,topic_2_count,topic_3_count,topic_4_count,topic_5_count,topic_6_count,topic_7_count,topic_8_count,topic_9_count,topic_10_count,topic_11_count,topic_12_count,topic_13_count,topic_14_count,topic_15_count,topic_16_count,topic_17_count,topic_18_count,topic_19_count,topic_20_count,topic_21_count,topic_22_count,topic_23_count,topic_24_count,topic_25_count,topic_26_count,topic_27_count,topic_28_count,topic_29_count,topic_30_count,topic_31_count,topic_32_count,topic_33_count,topic_34_count,topic_35_count,topic_36_count,topic_37_count,topic_38_count,topic_39_count,topic_40_count,topic_41_count,topic_42_count,topic_43_count,topic_44_count,topic_45_count,topic_46_count,topic_47_count,topic_48_count,topic_49_count,topic_50_count,topic_51_count,topic_52_count,topic_53_count,topic_54_count,topic_55_count,topic_56_count,topic_57_count,topic_58_count,topic_59_count,topic_60_count,topic_61_count,topic_62_count,topic_63_count,topic_64_count,topic_65_count,topic_66_count,topic_67_count,topic_68_count,topic_69_count,topic_70_count,topic_71_count,topic_72_count,topic_73_count,topic_74_count,topic_75_count,topic_76_count,topic_77_count,topic_78_count,topic_79_count,topic_80_count,topic_81_count,topic_82_count,topic_83_count,topic_84_count,topic_85_count,topic_86_count,topic_87_count,topic_88_count,topic_89_count,topic_90_count,topic_91_count,topic_92_count,topic_93_count,topic_94_count,topic_95_count,topic_96_count,topic_97_count,topic_98_count,topic_99_count,topic_100_count,topic_101_count
6MXDzBQAAAAJ,0,0,0,0,2,0,5,7,0,0,0,0,0,0,0,3,6,0,1,0,0,0,6,0,3,4,1,0,0,13,5,2,0,2,4,1,0,0,31,3,4,0,0,0,2,1,11,1,5,1,0,0,4,0,2,1,3,5,4,2,1,0,1,0,0,4,1,0,0,1,0,0,3,2,3,4,0,2,1,0,1,0,0,2,0,0,12,2,0,0,0,1,2,8,1,0,3,0,0,0,0,0
6RBIukkAAAAJ,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,1,2,3,8,2,6,9,5,5,6,2,0,0,0,3,1,1,2,0,1,19,13,7,29,2,9,2,6,26,1,6,3,0,0,0,0
6f4j4TYAAAAJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,22,0,0,2,0,0,0,3,3,0,0,0,2,0,0,0,14,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,0,0,2,1,0,0,2,2,0,1,0,1,1
6ifThF0AAAAJ,0,0,2,1,0,0,0,0,0,1,5,0,3,0,0,1,0,0,15,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,1,1,1,0,0,1,0,1,0,3,0
7EQjv9wAAAAJ,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,1,4,0,0,1,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,3,0,0,0,7,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,3,4,7
8wFXNjYAAAAJ,2,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,3,0,0,0,4,2,1,1,3,8,19,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,3,4
9BWyE0UAAAAJ,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,5,5,0,1,0,0,8,0,0,2,0,0,0,5,8,1,0,0,11,1,0,0,16,1,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,6,4,0,0,0,0,4,0,0,0,0,4,2,0,0,0,0
A9L19RMAAAAJ,1,4,0,0,0,1,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,13,0,1,0,2,0,0,1,0,0,0,0,0,0,0,2,2,0,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
AX-w0AEAAAAJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
AYI1rosAAAAJ,1,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,7,0,0,3,0,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,2,0,0,2,0,0,0,0,0,0,1,1,4,0,2,0,0,0,2,0,1,1,0,0,0,0,2,0,1,1,0,0,0,2,1,0,0
AaC4eAwAAAAJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
AjvtBWIAAAAJ,6,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,5,4,0,0,0,1,1,1,3,0,2,1,6,2,4,3,0,1,0,3,3,0,6,0,1,15,2,6,4,0,8,1,0,14,0,4,0,1,0,0,0
BIrtbD8AAAAJ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,3,0,1,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
C_EGqeMAAAAJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CxdwNaYAAAAJ,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,1,1,0,1,0,0,6,5,4,0,0,0,1,1,0,0,3,0,0,0,10,0,0,1,0,0,0,6,5,6,2,3,5,24,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,2,1,1,3,2
DiBTIz4AAAAJ,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DrE0Lf8AAAAJ,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0
DsVi_OAAAAAJ,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
EBgY5K0AAAAJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
Em3aIV0AAAAJ,3,0,0,0,0,1,0,2,0,0,3,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,2,0,0,0,1,0,0,0,1,0,1,4,0,2,0,0,0,1,0,0,1,0,0,0,2,1,1,1,1,1,3,1,3,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,1
FZ00CQ8AAAAJ,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,3,0,1,4,1,1,2,6,13,3
Hl6bqU8AAAAJ,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,2,0,3,2,0,0,1,1,0,1,1,0,0,0,2,1,2,0,0,1,4
IJIEntMAAAAJ,6,1,1,0,0,0,0,2,2,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,13,0,3,1,0,0,2,0,0,3,0,0,0,0,0,0,4,1,5,2,0,0,3,1,4,0,0,0,0,2,2,5,1,4,1,0,3,0,2,1,1,0,4,3,4,3,4,4,8,4,10,1,5,0,0,5,1,1,3,1,7,4,1,5,2,3
Iq3gzh4AAAAJ,8,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,1,3,3,0,3,0,0,3,4,7,6,4,1,2,4,12,4,4,7,0,4,21,2,1,1,0,4,0,2,5,0,3,5,2,1,1,0
