author_id,topic_0_count,topic_1_count,topic_2_count,topic_3_count,topic_4_count,topic_5_count,topic_6_count,topic_7_count,topic_8_count,topic_9_count,topic_10_count,topic_11_count,topic_12_count,topic_13_count,topic_14_count,topic_15_count,topic_16_count,topic_17_count,topic_18_count,topic_19_count,topic_20_count,topic_21_count,topic_22_count,topic_23_count,topic_24_count,topic_25_count,topic_26_count,topic_27_count,topic_28_count,topic_29_count,topic_30_count,topic_31_count,topic_32_count,topic_33_count,topic_34_count,topic_35_count,topic_36_count,topic_37_count,topic_38_count,topic_39_count,topic_40_count,topic_41_count,topic_42_count,topic_43_count,topic_44_count,topic_45_count,topic_46_count,topic_47_count,topic_48_count,topic_49_count,topic_50_count,topic_51_count,topic_52_count,topic_53_count,topic_54_count,topic_55_count,topic_56_count,topic_57_count,topic_58_count,topic_59_count,topic_60_count,topic_61_count,topic_62_count,topic_63_count,topic_64_count,topic_65_count,topic_66_count,topic_67_count,topic_68_count,topic_69_count,topic_70_count,topic_71_count,topic_72_count,topic_73_count,topic_74_count,topic_75_count,topic_76_count,topic_77_count,topic_78_count,topic_79_count,topic_80_count,topic_81_count,topic_82_count,topic_83_count,topic_84_count,topic_85_count,topic_86_count,topic_87_count,topic_88_count,topic_89_count,topic_90_count,topic_91_count,topic_92_count,topic_93_count,topic_94_count,topic_95_count,topic_96_count,topic_97_count,topic_98_count,topic_99_count,topic_100_count,topic_101_count
R9rGmc4AAAAJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RES4QIQAAAAJ,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4,0,1,1,0,0,8,0,0,3,1,0,1,4,1,0,0,1,0,0,0,0,22,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,1,0,1,2,0,0,0,0,1,0,0,3,0,0,3,5,4,1,0,0,0,4,0,0,1,1,2,0,0,0
RNJ3vNQAAAAJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
RvG7jG4AAAAJ,0,0,0,5,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,1,2,0,0,0,1,1,0,0,0,0,7,0,0,0,20,1,6,0,0,0,0,0,0,0,1,1,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,1,6,5,0
S6IJ51cAAAAJ,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,39,4,10,9,0,0,0,0,2,2,0,1,1,1,0,0,20,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0
Smb2eg8AAAAJ,4,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,1,2,0,1,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,1,0,1,0,0,1,1,5,1,0,2,1,1
TAAC1-AAAAAJ,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2
TB0QfMoAAAAJ,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,1,0,1,1,0,0,0,0,0,17,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,1
Thp8jg0AAAAJ,20,1,0,0,1,2,0,2,6,0,1,0,0,0,0,0,0,0,1,10,2,0,2,0,0,0,4,2,2,0,0,1,5,2,0,0,0,2,5,0,0,1,0,0,1,0,0,3,1,0,0,0,1,0,2,0,0,0,1,2,2,1,1,0,1,4,1,0,1,1,2,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,2,1,0,0,0,3,1,1,0,3,7,3,4,2,9,6
Tp_X_bYAAAAJ,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,17,0,0,3,2,0,0,3,1,0,0,0,6,1,0,0,44,0,5,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,2,0,1,0,1,2,0,2,0,0,0,1,0,1,0,0,4,1,2,0,0,1,0,2,1,1,1,0,0,0,0,0
Tz8EfXcAAAAJ,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,4,0,0,2,0,0,0,1,0,2,1,0,2,0,0,0,1,7,0,0,0,1,0,0,0,4,0,0,15,0,0,0,1,5,0,0,1,1,0,1,1,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,2,0,0,0,2,5,2,0,0,2,0
UL2-upoAAAAJ,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
VNrCn4gAAAAJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VwvPnrcAAAAJ,2,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,2,0,3,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,3,0,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,2,2,0,0,0,2,0,1,3,0,2,2,1,4,3
W7ncZRgAAAAJ,0,0,0,0,0,0,0,0,2,0,3,0,2,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,2,3,0,2,6,0,2,1,0,0,0,0,0,1,0,2,0,0,0,1,0,2,20,1,1,1,1,0,1,1,0,0,1,0
WdhKN0sAAAAJ,5,1,0,0,5,2,0,1,2,0,2,2,0,0,0,0,0,0,1,2,5,1,5,0,1,7,2,0,3,1,0,0,2,0,2,0,3,0,16,1,0,0,19,1,9,5,0,0,0,0,0,1,0,2,5,1,0,2,6,3,1,0,0,0,2,3,2,0,0,1,2,0,1,2,0,2,1,0,1,0,0,1,3,1,4,1,2,3,0,0,1,1,0,0,6,0,0,2,0,6,3,2
XdEn69YAAAAJ,0,0,1,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,1,0,0,1,0,0,5,0,0,1,0,2,0,1,1,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,2,0,1,0,0,0,0,0,1,4,1,0,4,0
Y4YoRwUAAAAJ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YADiqesAAAAJ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,11,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,1,2,1,0,0,0,0,0,0,4,0,0,5,0,1,2,1,0,0,0,0,1,0,2,0,0,16,0,2,0,0,5,0,2,2,0,0,1,0,0,1,1
Yw9l51IAAAAJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBAnb64AAAAJ,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,8,1,0,0,2,0,0,2,0,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,1,0,8,4
ZRCJXO0AAAAJ,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ZhJ08JkAAAAJ,9,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,11,1,0,0,2,0,0,1,0,0,13,0,0,0,0,1,2,0,0,0,0,0,0,1,0,2,0,1,1,4,4,0,3,1,1,0,2,10,10,6,4,4,8,10,4,1,5,1,4,30,4,6,0,0,6,2,3,21,1,4,1,2,1,0,0
ZjPpHWsAAAAJ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2,0,5,0,2,1,1,1,1,4,0
_VFGVQQAAAAJ,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0
_ecYpyYAAAAJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_n2j0ZAAAAAJ,3,0,0,1,0,4,0,0,1,0,1,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,1,0,3,0,0,2,3,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,4,5,0,0,0,2,1,0,0,0,0,0,1,0,0,2,1,0,1,3,3,1,1,0,0,0,2,0,0,1,3,0,3,2,2,1,3
aW1lSOYAAAAJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,9,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2
b4_EdJYAAAAJ,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,6,0,2,0,1,0,1,0,0,0,7,1,0,0,1,0
b81qaDkAAAAJ,2,0,0,1,0,1,0,0,3,0,2,0,2,0,2,0,1,0,2,0,0,0,4,0,0,1,4,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,1,0,1,2,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,1,1,0,0,1,0,3,2,2,0,0,0
bTjH6IgAAAAJ,1,0,1,2,0,0,0,0,0,15,9,3,25,0,1,3,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,1,0,0,0,0,5,4,1,1,1,1,2,0,0,0,0,1,0,1,0,1,0,0,1,0,2,0,4,2,0,2,1,0,3,1,0,0,0,1
cPj-iOIAAAAJ,4,0,0,2,2,3,0,0,0,0,3,0,0,1,1,0,2,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,2,1,1,0,2,0,3,2,0,1,0,0,4,10,9,0,2,1,0,0,3,7,7,0,1,1,8,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,4,1,2,0,0,1,2,0,1,0,3,1,0,3,2,5
cY1QGVEAAAAJ,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,1
dfwr-2YAAAAJ,0,0,0,0,0,0,0,0,1,0,5,0,5,0,0,1,0,0,5,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,11,1,0,2,0,1,0,0,1,0,0,0
eEtHoOAAAAAJ,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,19,0,0,0,0,0,1,1,4,0,0,3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,2,0,0,1,1
fkxhjZ4AAAAJ,2,0,0,0,0,0,0,1,1,0,1,5,4,0,0,0,0,0,1,3,1,0,0,0,0,1,4,3,1,2,0,0,3,0,0,0,1,0,4,0,0,2,2,3,0,3,0,0,0,0,0,0,1,1,1,0,1,0,2,1,0,0,0,0,1,3,1,0,2,1,0,1,0,0,0,0,1,0,0,1,0,3,0,3,0,3,1,1,3,0,1,0,3,0,0,5,5,3,5,3,10,3
hjllQ9gAAAAJ,1,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,14,0,0,3,0,0,14,0,1,0,0,0,0,5,6,3,0,0,0,0,0,0,42,0,2,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,8,1,2,0,3,1,0,1,1,0,0,2,1,0,1,1,1,0,4,1,8,8,0,3,0,0,2,0,3,0,1,1,2,2,0,2,1
hn5jrnAAAAAJ,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,2,3,2,0,0,4,0,0,1,0,5,0,1,0,6,1,0,2,0,0,0,4,7,6,2,3,1,31,5,0,0,0,0,1,2,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,3,2,3,2,0,0,0,0,0,2,1,0,0,0,2,1,2,1,2,1,2
hrVTt4kAAAAJ,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
i0pkJZoAAAAJ,1,0,2,0,0,1,0,0,0,0,2,2,1,0,13,0,0,0,0,1,7,0,1,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,3,0,2,0,0,0,1,0,0,1,0,0,0,2,3,4,0,0,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4,2,3,2,1,2,1
iFSMsegAAAAJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
itwnm-AAAAAJ,1,0,1,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,4,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,3,0,0,1,0,0,1,1,0
j8HRV1wAAAAJ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,2,0,2,21,0,1,14,2,1,1,6,7,0,0,0,6,5,0,0,26,1,12,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,5,1,1,1,2,5,0,3,3,0,0,3,0,1,6,0,0,0,0,0,0,6,0,0,2,0,2,0,0,1
jJBtZPgAAAAJ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
jPKU5cAAAAAJ,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lFCI_vsAAAAJ,5,0,2,0,0,0,0,5,1,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,2,3,1,2,0,0,1,0,3,1,3,0,0,0,3,1,0,1,0,0,0,1,0,1,3,1,0,0,1,2,0,3,0,0,9,1,2,1,0,0,0,1,4,0,1,1,0,0,0,0
lmlBHlsAAAAJ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,17,0,9,69,0,1,0,0,2,1,0,0,8,0,0,0,20,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,2,2
n7IAKI0AAAAJ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,1,4,0,1,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,1,2,0,0,0,1,0,0,0,2,0,2,0,0,0,1,0,5,0,0,1,1,0,0,0,0
n7ykK-IAAAAJ,0,0,0,0,0,0,0,0,0,1,3,10,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,3,1,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,3,0,0,1,0,3,5,2,2,0,0,0
nVac1BcAAAAJ,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
nWPONc8AAAAJ,1,1,2,0,0,0,6,1,1,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,15,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,2,2,0,1,1,1,7,2,1,1,6,0,0,0,0,2,1,1,1,0,2,2,0,1,0,1
nbtuM4IAAAAJ,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,1,0,0,0,7,2,0,0,0,1,0,0,0,13,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0
ne31is4AAAAJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nyyfjCgAAAAJ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,2,1,0,0,0,4,0,0,0,4,0,0,1,0,1,1,0,2,0,0,0,1,0,0,3,0,0,0,5,5,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
o4zdesUAAAAJ,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
p1pK7E4AAAAJ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0,4,0,0,47,0,4,6,0,0,0,0,17,8,0,0,3,0,0,0,40,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,4,2,0,0,3,0,0,3,0,1,2,3,3,1,0,0,0,4,5,0,3,6,0,1,0,0,1,1,0,1,2,7,2,0,2,2,0
p4gdgRgAAAAJ,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0,2,0,7,0,1,0,3,0,2,4,0,0,5,1,3,2,0,3,1,6,12,1,0,7,0,3,15,4,5,1,0,5,1,2,2,0,2,1,0,0,0,0
pCyzpjgAAAAJ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pb3-UjwAAAAJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
psg8hdoAAAAJ,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,3,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,3,0,0,3,0,0,0,0,0,0,0,1,0,1,2,3,2
